index	prediction
0	4.062749862670898
1	4.115522861480713
2	4.928058624267578
3	4.932042598724365
4	2.041078567504883
5	1.9558666944503784
6	3.8690879344940186
7	1.6957781314849854
8	2.5454678535461426
9	1.7390918731689453
10	1.7390918731689453
11	4.9026031494140625
12	0.5696330070495605
13	4.939484119415283
14	2.0014662742614746
15	1.9125148057937622
16	4.602470874786377
17	3.0004689693450928
18	3.9542665481567383
19	1.112297773361206
20	2.090298891067505
21	0.839320719242096
22	4.8604583740234375
23	4.938986778259277
24	1.4604301452636719
25	3.3690388202667236
26	0.8152396082878113
27	2.508355140686035
28	0.4962359368801117
29	2.8654377460479736
30	3.2656824588775635
31	4.654452800750732
32	1.898155689239502
33	4.18046236038208
34	3.4107067584991455
35	0.2006380707025528
36	0.9681926965713501
37	2.145944356918335
38	4.611979007720947
39	0.669660210609436
40	3.848119020462036
41	3.3583662509918213
42	2.8529112339019775
43	0.7677093148231506
44	1.8173795938491821
45	0.46755751967430115
46	0.22164036333560944
47	0.9251886010169983
48	4.900807857513428
49	2.0467653274536133
50	0.8188931345939636
51	1.5380369424819946
52	0.6800925135612488
53	0.591340959072113
54	1.6314138174057007
55	0.13597612082958221
56	3.575507402420044
57	0.928421676158905
58	4.181049346923828
59	0.874269425868988
60	4.830883026123047
61	-0.07800600677728653
62	3.78796124458313
63	1.0958667993545532
64	3.352778911590576
65	0.08295886218547821
66	0.37642401456832886
67	4.032135009765625
68	0.01817704364657402
69	4.119280815124512
70	3.1440134048461914
71	4.668112754821777
72	-0.01057871151715517
73	4.27534294128418
74	3.708373546600342
75	0.18731682002544403
76	0.41934725642204285
77	-0.018684260547161102
78	2.53365159034729
79	3.7019331455230713
80	0.094650037586689
81	0.6893683075904846
82	2.7645814418792725
83	0.8973214030265808
84	0.2665993869304657
85	2.891510248184204
86	2.946927785873413
87	4.645822048187256
88	3.4975199699401855
89	1.6040103435516357
90	0.9867983460426331
91	3.537886142730713
92	0.9083697199821472
93	3.4646825790405273
94	2.9587771892547607
95	4.7540364265441895
96	3.9790093898773193
97	4.056423187255859
98	2.778461456298828
99	3.8256523609161377
100	-0.035059042274951935
101	0.7986205816268921
102	3.6434240341186523
103	2.9963865280151367
104	3.933201313018799
105	3.3599252700805664
106	-0.024571441113948822
107	3.0761380195617676
108	1.7042934894561768
109	3.1856915950775146
110	3.1220862865448
111	3.7227649688720703
112	3.028956413269043
113	3.7475297451019287
114	-0.05036415159702301
115	0.024374892935156822
116	4.0427165031433105
117	3.2964770793914795
118	0.06879385560750961
119	0.32729434967041016
120	0.4251609146595001
121	0.06904321163892746
122	0.2119920402765274
123	0.1182955875992775
124	-0.027324073016643524
125	4.743746280670166
126	0.19443157315254211
127	2.5528228282928467
128	4.909376621246338
129	3.6170949935913086
130	4.592385768890381
131	2.422010660171509
132	3.763378620147705
133	4.921167850494385
134	3.80488920211792
135	4.589634895324707
136	4.9373650550842285
137	2.0175483226776123
138	2.0708301067352295
139	4.941287994384766
140	4.914000034332275
141	4.351756572723389
142	3.701056718826294
143	4.4848103523254395
144	2.1588923931121826
145	1.4212764501571655
146	3.9748690128326416
147	3.2634339332580566
148	2.0140175819396973
149	0.6676174998283386
150	1.9407167434692383
151	1.789033055305481
152	3.6428112983703613
153	3.5149528980255127
154	3.9784133434295654
155	3.482257127761841
156	0.3712370693683624
157	0.9550016522407532
158	3.8872921466827393
159	0.7317196726799011
160	4.9290924072265625
161	2.7736613750457764
162	1.4521077871322632
163	3.4406561851501465
164	4.938976764678955
165	4.283186912536621
166	3.3559045791625977
167	3.8779871463775635
168	4.936404705047607
169	2.22503662109375
170	1.5390779972076416
171	0.21587170660495758
172	4.60873556137085
173	4.424914836883545
174	3.4772963523864746
175	3.1316182613372803
176	2.7144389152526855
177	3.7889819145202637
178	0.333109050989151
179	0.07428442686796188
180	0.1738138049840927
181	3.401501417160034
182	3.4153034687042236
183	0.6652116775512695
184	2.1768746376037598
185	0.1654573380947113
186	-0.07428038120269775
187	0.5177456140518188
188	0.4006207287311554
189	0.5296905040740967
190	3.8755645751953125
191	4.40052604675293
192	1.667022466659546
193	2.550455093383789
194	3.5031991004943848
195	3.5906145572662354
196	3.4602506160736084
197	0.3222849369049072
198	-0.006497320719063282
199	3.570557117462158
200	0.5522473454475403
201	0.5823809504508972
202	0.5812024474143982
203	0.7551714777946472
204	0.5936666131019592
205	0.9286917448043823
206	3.9983229637145996
207	-3.360910341143608e-06
208	2.3923919200897217
209	0.7898713946342468
210	0.5967605710029602
211	0.6023521423339844
212	0.3825325071811676
213	0.6439825892448425
214	2.8512842655181885
215	0.9470381140708923
216	2.6375515460968018
217	3.5701069831848145
218	3.7896862030029297
219	3.4598701000213623
220	0.2678999900817871
221	-0.061942387372255325
222	0.3202124536037445
223	1.8230630159378052
224	-0.09041070193052292
225	0.23471713066101074
226	2.855700969696045
227	2.4312527179718018
228	-0.047521378844976425
229	2.6849770545959473
230	0.005746512673795223
231	-0.03837503492832184
232	4.430636882781982
233	2.9846785068511963
234	3.9337947368621826
235	2.6128761768341064
236	0.0014025077689439058
237	-0.04585149511694908
238	-0.023210108280181885
239	0.0014073282945901155
240	3.251767873764038
241	-0.03973438963294029
242	-0.0761655643582344
243	-0.06143416836857796
244	3.0906574726104736
245	0.29773449897766113
246	3.1980671882629395
247	2.8413989543914795
248	-0.06144380941987038
249	0.15585966408252716
250	3.959195852279663
251	4.786082744598389
252	4.160055160522461
253	2.352404832839966
254	1.1973968744277954
255	3.97216796875
256	0.3268943428993225
257	3.577763319015503
258	2.8002004623413086
259	-0.030318666249513626
260	4.894889831542969
261	4.033735752105713
262	3.7282118797302246
263	4.086278915405273
264	2.5739235877990723
265	1.945766568183899
266	2.849153757095337
267	3.740654468536377
268	1.1431797742843628
269	4.946331977844238
270	3.822484254837036
271	0.4105117619037628
272	3.5096211433410645
273	3.6953089237213135
274	4.366063117980957
275	4.929909706115723
276	0.5261513590812683
277	-0.051695894449949265
278	3.4986002445220947
279	3.104644536972046
280	1.1685000658035278
281	2.8555617332458496
282	3.795513868331909
283	4.106219291687012
284	3.696934700012207
285	4.375072479248047
286	1.3144612312316895
287	3.849827527999878
288	2.689570903778076
289	0.24585120379924774
290	4.798964977264404
291	0.8387172818183899
292	2.909857988357544
293	4.8717474937438965
294	-0.0346384271979332
295	0.5755845904350281
296	1.7040349245071411
297	4.08347749710083
298	3.019273519515991
299	2.754552125930786
300	4.949024677276611
301	2.4519355297088623
302	1.8165780305862427
303	4.942210674285889
304	4.03108549118042
305	4.292121887207031
306	3.9851672649383545
307	3.899423122406006
308	3.5668632984161377
309	3.503385305404663
310	1.2404541969299316
311	0.40100976824760437
312	1.3676387071609497
313	2.9003891944885254
314	3.7111480236053467
315	4.490845680236816
316	3.608518600463867
317	3.3005237579345703
318	-0.07803020626306534
319	-0.050365470349788666
320	3.2490897178649902
321	2.721931219100952
322	4.0846734046936035
323	2.6863045692443848
324	3.0750770568847656
325	-0.009596203453838825
326	2.0040574073791504
327	4.438342094421387
328	4.248450756072998
329	3.4698877334594727
330	4.928333759307861
331	4.547854423522949
332	4.249931812286377
333	2.982506513595581
334	3.3046133518218994
335	1.391337513923645
336	3.5818593502044678
337	3.777186632156372
338	0.09897402673959732
339	0.8304981589317322
340	3.9061479568481445
341	3.7495813369750977
342	4.790565013885498
343	2.0297229290008545
344	2.782775640487671
345	0.5371726751327515
346	4.6900763511657715
347	0.2540110945701599
348	4.062987327575684
349	0.05661679431796074
350	4.269552230834961
351	3.8412649631500244
352	0.9967334270477295
353	3.6978282928466797
354	3.6815969944000244
355	-0.030569393187761307
356	2.5990753173828125
357	4.8216962814331055
358	-0.02511076256632805
359	3.5852746963500977
360	4.81820821762085
361	4.338466644287109
362	2.6745293140411377
363	3.068789482116699
364	4.648487091064453
365	0.05184880271553993
366	1.176912784576416
367	3.700047492980957
368	3.763430595397949
369	4.787519454956055
370	3.4559075832366943
371	4.891379356384277
372	0.17899227142333984
373	0.7384860515594482
374	1.1085025072097778
375	4.051943302154541
376	1.8388502597808838
377	-0.00936893094331026
378	2.7238237857818604
379	0.9916366338729858
380	3.9199862480163574
381	3.603660821914673
382	3.2743217945098877
383	0.8896099328994751
384	4.167632579803467
385	2.694483518600464
386	4.568632125854492
387	1.284127116203308
388	2.798905611038208
389	2.2304461002349854
390	4.430779457092285
391	2.1663239002227783
392	-0.027834858745336533
393	0.9938046932220459
394	2.3607430458068848
395	0.33795469999313354
396	1.1667197942733765
397	4.882267951965332
398	2.7940146923065186
399	2.495957851409912
400	2.5941624641418457
401	0.11161678284406662
402	2.164424180984497
403	3.5919651985168457
404	2.9927189350128174
405	3.869757890701294
406	0.20414118468761444
407	2.9851019382476807
408	2.3710551261901855
409	3.7185556888580322
410	4.820743560791016
411	4.938990592956543
412	1.729578971862793
413	4.501942157745361
414	0.7322564721107483
415	1.2460108995437622
416	0.03486195579171181
417	4.9369916915893555
418	4.563583850860596
419	3.8660013675689697
420	4.4643025398254395
421	1.2416027784347534
422	4.9195098876953125
423	0.7650218605995178
424	2.4974396228790283
425	2.3715732097625732
426	0.052302438765764236
427	4.913907527923584
428	1.9955676794052124
429	4.935649394989014
430	0.7797739505767822
431	4.837881565093994
432	0.21163927018642426
433	3.480304479598999
434	0.16967304050922394
435	3.040067195892334
436	2.3151094913482666
437	4.890382289886475
438	4.125638961791992
439	4.369232177734375
440	3.361454963684082
441	2.686509609222412
442	-0.03282987326383591
443	3.288104295730591
444	3.730133533477783
445	-0.03323475643992424
446	1.6881834268569946
447	4.083531379699707
448	0.2504282295703888
449	1.3170958757400513
450	3.9266793727874756
451	3.4775898456573486
452	0.10172667354345322
453	0.0726446732878685
454	4.878720760345459
455	2.698615550994873
456	2.814038038253784
457	4.945781230926514
458	1.1751829385757446
459	2.776097059249878
460	0.1684877872467041
461	0.7402785420417786
462	-0.10465129464864731
463	1.9465543031692505
464	3.488936185836792
465	3.8359739780426025
466	2.378347158432007
467	4.947199821472168
468	4.9313530921936035
469	0.23347018659114838
470	2.502338171005249
471	4.814726829528809
472	2.3563883304595947
473	4.604549884796143
474	1.9203678369522095
475	2.473637342453003
476	0.7492368817329407
477	3.1699039936065674
478	4.377448081970215
479	0.1030246838927269
480	4.911764621734619
481	2.7527191638946533
482	3.5741655826568604
483	-0.012802665121853352
484	4.407327651977539
485	0.14583680033683777
486	2.618968963623047
487	3.9308693408966064
488	3.568289041519165
489	4.939995288848877
490	4.002177715301514
491	4.055823802947998
492	3.24792218208313
493	3.765805244445801
494	3.254652738571167
495	2.306835412979126
496	0.6795029640197754
497	4.912161350250244
498	0.4065864086151123
499	4.920977592468262
500	1.7453500032424927
501	1.7700879573822021
502	1.3636220693588257
503	2.7795026302337646
504	1.0255929231643677
505	4.678121566772461
506	3.457371950149536
507	0.555214524269104
508	3.217849016189575
509	-0.024481050670146942
510	1.500745177268982
511	0.9127861857414246
512	2.5199036598205566
513	0.5635567903518677
514	0.8813043236732483
515	0.07974206656217575
516	2.468806028366089
517	2.30968976020813
518	2.145052671432495
519	2.934720754623413
520	1.0788154602050781
521	1.8784983158111572
522	3.9513113498687744
523	1.1203981637954712
524	3.227205753326416
525	3.3762848377227783
526	1.8082377910614014
527	0.25930237770080566
528	3.167097806930542
529	0.7854264974594116
530	0.4555504322052002
531	-0.027036350220441818
532	0.38672998547554016
533	1.4133739471435547
534	1.3639525175094604
535	1.0156787633895874
536	4.136794567108154
537	1.6644645929336548
538	3.0323851108551025
539	2.4021503925323486
540	2.850461483001709
541	0.7221447825431824
542	1.555891752243042
543	3.6991140842437744
544	4.192709922790527
545	4.9473748207092285
546	2.115546941757202
547	2.897043228149414
548	3.2549333572387695
549	4.923537254333496
550	3.264641761779785
551	1.0916754007339478
552	3.5300793647766113
553	2.594391345977783
554	1.4279470443725586
555	2.8944146633148193
556	2.5059561729431152
557	0.8871432542800903
558	4.934391975402832
559	3.528385639190674
560	3.6326420307159424
561	0.043617356568574905
562	1.9715076684951782
563	1.5461429357528687
564	0.7498512268066406
565	2.2201619148254395
566	4.913965702056885
567	3.151979684829712
568	1.2225978374481201
569	2.429300308227539
570	2.8274006843566895
571	1.010182499885559
572	0.21575725078582764
573	3.5375921726226807
574	4.816739082336426
575	2.602743625640869
576	4.89406681060791
577	3.367210626602173
578	2.8975536823272705
579	1.7224570512771606
580	0.9620862603187561
581	3.3060877323150635
582	2.9057300090789795
583	1.708178162574768
584	2.4232664108276367
585	3.0990254878997803
586	0.6020458340644836
587	4.536137104034424
588	1.2546303272247314
589	1.9801180362701416
590	1.9631098508834839
591	2.2393062114715576
592	4.2747087478637695
593	1.1197152137756348
594	0.8850011229515076
595	2.966862916946411
596	3.051987648010254
597	0.9727019667625427
598	3.6287219524383545
599	4.604074478149414
600	1.989599585533142
601	0.3517979681491852
602	4.663508415222168
603	1.6988071203231812
604	1.5144233703613281
605	3.2781968116760254
606	2.031921863555908
607	1.3213430643081665
608	3.308479070663452
609	2.5493388175964355
610	4.935608386993408
611	2.7753381729125977
612	1.5838367938995361
613	2.9621498584747314
614	3.275703191757202
615	1.4884145259857178
616	3.539266347885132
617	0.077019602060318
618	2.5435171127319336
619	3.943814754486084
620	1.0817517042160034
621	2.6277129650115967
622	0.19250606000423431
623	4.886761665344238
624	2.1432275772094727
625	2.8692386150360107
626	3.1507272720336914
627	0.443256676197052
628	0.9946297407150269
629	2.2193000316619873
630	2.1029622554779053
631	4.911342620849609
632	3.5826239585876465
633	2.4639241695404053
634	0.7036393880844116
635	2.8786728382110596
636	4.82128381729126
637	2.9293670654296875
638	4.109011650085449
639	3.338684558868408
640	1.0879014730453491
641	3.0954232215881348
642	1.7905330657958984
643	2.393906354904175
644	2.1567883491516113
645	4.494253635406494
646	4.36023473739624
647	3.675983428955078
648	4.934140682220459
649	4.800445556640625
650	1.6358768939971924
651	4.711528301239014
652	0.794885516166687
653	1.8890362977981567
654	2.008216142654419
655	3.512312173843384
656	4.585322856903076
657	0.5930293798446655
658	3.359766721725464
659	0.69538813829422
660	1.6919381618499756
661	2.359689950942993
662	1.0565687417984009
663	2.1733145713806152
664	4.890368938446045
665	1.4609613418579102
666	3.442918062210083
667	2.1949853897094727
668	4.39194393157959
669	2.560882806777954
670	2.879011631011963
671	4.846421718597412
672	1.9904981851577759
673	4.8313798904418945
674	4.875865459442139
675	1.0480800867080688
676	1.88180673122406
677	3.5058279037475586
678	1.1036841869354248
679	3.111959218978882
680	3.8739817142486572
681	0.9436227679252625
682	3.708763360977173
683	2.4465537071228027
684	2.770259141921997
685	2.7424721717834473
686	4.201135158538818
687	2.3082220554351807
688	3.1818161010742188
689	4.82811164855957
690	3.264528512954712
691	2.5237886905670166
692	4.865388870239258
693	1.7414723634719849
694	2.768786668777466
695	1.4981609582901
696	2.42557692527771
697	0.8886427283287048
698	1.9153532981872559
699	4.885430812835693
700	3.9235806465148926
701	2.312194347381592
702	4.8302130699157715
703	4.2605109214782715
704	2.807220458984375
705	2.6919329166412354
706	2.7754297256469727
707	0.6542186141014099
708	3.6264843940734863
709	1.9362114667892456
710	3.8774352073669434
711	1.1136841773986816
712	1.8695250749588013
713	2.576627016067505
714	2.2667994499206543
715	0.9529311060905457
716	2.293013095855713
717	3.3664071559906006
718	3.1851441860198975
719	4.891586780548096
720	4.884378910064697
721	3.0532338619232178
722	2.0894949436187744
723	2.372814178466797
724	4.10392951965332
725	1.2346409559249878
726	3.337541341781616
727	4.92795991897583
728	2.463292360305786
729	3.7354578971862793
730	3.9090332984924316
731	2.3053832054138184
732	3.1476142406463623
733	0.8048133254051208
734	3.5546345710754395
735	1.977896809577942
736	2.0045645236968994
737	4.880378246307373
738	2.5371432304382324
739	4.792770862579346
740	4.903029441833496
741	2.9141435623168945
742	1.299325942993164
743	2.552147626876831
744	1.7511534690856934
745	4.284738063812256
746	1.3466945886611938
747	2.3373589515686035
748	4.40153694152832
749	0.3572259843349457
750	2.402592897415161
751	1.6054770946502686
752	1.9764262437820435
753	1.5332189798355103
754	1.8410221338272095
755	4.165524005889893
756	4.868095874786377
757	4.872321605682373
758	1.811568021774292
759	4.29222297668457
760	3.9939663410186768
761	0.5705438852310181
762	0.6915080547332764
763	1.784330129623413
764	4.205855369567871
765	4.926248550415039
766	3.533440113067627
767	2.5963213443756104
768	3.9485278129577637
769	1.3388752937316895
770	3.1635119915008545
771	1.8027429580688477
772	1.7365477085113525
773	4.931063175201416
774	4.142781734466553
775	4.842342376708984
776	2.2592368125915527
777	0.822172224521637
778	2.3833577632904053
779	1.6701092720031738
780	1.5381683111190796
781	2.1367390155792236
782	4.870397090911865
783	4.888909816741943
784	2.8738322257995605
785	1.5063459873199463
786	1.1922990083694458
787	2.9066977500915527
788	4.9047980308532715
789	2.4378297328948975
790	2.6556334495544434
791	2.373969554901123
792	2.4201042652130127
793	1.175089716911316
794	2.732518196105957
795	3.229538679122925
796	0.8005840182304382
797	4.902210712432861
798	0.5264015793800354
799	1.2658008337020874
800	2.1154048442840576
801	2.3843579292297363
802	1.5719892978668213
803	0.17017902433872223
804	2.0000977516174316
805	4.898109436035156
806	2.9176151752471924
807	2.6782076358795166
808	4.722915172576904
809	1.3943650722503662
810	3.387423276901245
811	1.475572943687439
812	2.5026767253875732
813	4.112800598144531
814	3.9723291397094727
815	0.8825267553329468
816	2.9493215084075928
817	1.7625213861465454
818	4.043179035186768
819	2.1644601821899414
820	4.269595623016357
821	3.1299426555633545
822	1.8400250673294067
823	3.5715720653533936
824	3.384485960006714
825	1.1521939039230347
826	3.9012529850006104
827	1.3752878904342651
828	4.909380912780762
829	4.82118558883667
830	2.7845048904418945
831	2.443618059158325
832	1.2149639129638672
833	4.506701469421387
834	2.3420965671539307
835	2.5490527153015137
836	4.788131237030029
837	0.280348002910614
838	0.7894573211669922
839	3.45794677734375
840	2.9864532947540283
841	1.7905257940292358
842	3.5892813205718994
843	2.795574426651001
844	4.656694412231445
845	4.361715316772461
846	3.499225378036499
847	1.6954861879348755
848	1.8239989280700684
849	4.301007270812988
850	4.527768135070801
851	2.542621612548828
852	4.476816177368164
853	4.8706841468811035
854	4.86399507522583
855	2.678722381591797
856	0.8747109770774841
857	3.642475128173828
858	2.1652112007141113
859	3.5098581314086914
860	4.906153202056885
861	4.664322853088379
862	3.1698720455169678
863	0.6682044267654419
864	1.408629059791565
865	1.883491039276123
866	2.161591053009033
867	0.9934462308883667
868	0.5728724598884583
869	4.451572418212891
870	3.6798572540283203
871	2.3413894176483154
872	2.0779731273651123
873	3.6926934719085693
874	2.5992419719696045
875	4.679919719696045
876	1.9807435274124146
877	4.647742748260498
878	4.8877272605896
879	1.5030946731567383
880	3.364405393600464
881	3.054548740386963
882	2.7647621631622314
883	4.780263900756836
884	1.6126182079315186
885	4.0773820877075195
886	3.075247287750244
887	3.805769205093384
888	3.4925975799560547
889	3.2924630641937256
890	4.936460494995117
891	3.466641664505005
892	0.9200436472892761
893	3.2485361099243164
894	3.5696892738342285
895	3.9185447692871094
896	3.647372245788574
897	3.456252098083496
898	1.3007618188858032
899	3.78851056098938
900	3.650468587875366
901	4.866451740264893
902	3.061309576034546
903	3.8597421646118164
904	4.554477214813232
905	2.362053155899048
906	2.3103489875793457
907	3.7590224742889404
908	3.4871723651885986
909	2.924964666366577
910	3.3554208278656006
911	2.4987781047821045
912	1.640614628791809
913	4.056184768676758
914	3.7382166385650635
915	4.950333595275879
916	3.73138689994812
917	3.3139448165893555
918	4.892916679382324
919	3.877011775970459
920	3.7676849365234375
921	3.526115655899048
922	4.846672058105469
923	3.7269017696380615
924	3.761103391647339
925	2.2372798919677734
926	3.5412709712982178
927	2.1969974040985107
928	3.5991313457489014
929	3.200711727142334
930	4.191378593444824
931	3.293926477432251
932	3.821931838989258
933	2.6543736457824707
934	1.885486125946045
935	2.360107898712158
936	2.8997507095336914
937	3.186605215072632
938	3.4285025596618652
939	2.542039394378662
940	4.143033504486084
941	3.3450286388397217
942	3.060197353363037
943	2.9542744159698486
944	3.9610869884490967
945	3.843583822250366
946	3.573883295059204
947	3.5191309452056885
948	3.4208130836486816
949	2.2515411376953125
950	3.214672088623047
951	4.1507978439331055
952	3.9068784713745117
953	3.063732147216797
954	3.247774124145508
955	1.8376275300979614
956	3.1183340549468994
957	1.1276178359985352
958	3.7966835498809814
959	2.902785062789917
960	3.4209394454956055
961	3.7575905323028564
962	4.047939300537109
963	2.5912926197052
964	3.60834002494812
965	3.92450213432312
966	3.666133403778076
967	3.1805660724639893
968	3.1774959564208984
969	2.968186378479004
970	2.9048268795013428
971	3.258791208267212
972	3.4380669593811035
973	3.1241300106048584
974	4.599611282348633
975	2.9782373905181885
976	3.548304319381714
977	4.928333282470703
978	4.0165252685546875
979	3.472687005996704
980	2.361417055130005
981	3.861722469329834
982	3.2811784744262695
983	2.6921579837799072
984	3.216355085372925
985	3.5261831283569336
986	4.152388095855713
987	3.057509660720825
988	3.484313726425171
989	3.90689754486084
990	4.0858635902404785
991	1.6442571878433228
992	3.5266239643096924
993	3.184035301208496
994	2.378856658935547
995	2.397304058074951
996	1.8650016784667969
997	3.4494009017944336
998	4.051206111907959
999	2.9426708221435547
1000	3.1215176582336426
1001	3.801563024520874
1002	3.5894601345062256
1003	3.4186558723449707
1004	1.47664213180542
1005	3.117068290710449
1006	4.0016703605651855
1007	3.3123984336853027
1008	1.4588133096694946
1009	3.5122451782226562
1010	3.8206560611724854
1011	3.5171079635620117
1012	4.683736324310303
1013	3.073166847229004
1014	3.864042282104492
1015	3.6949026584625244
1016	3.9715449810028076
1017	3.2183220386505127
1018	4.951657772064209
1019	3.936677932739258
1020	2.659573554992676
1021	3.384233236312866
1022	3.646402597427368
1023	1.7167242765426636
1024	3.2606706619262695
1025	3.1172385215759277
1026	3.437333106994629
1027	1.8440390825271606
1028	3.496187686920166
1029	1.9670463800430298
1030	4.3398637771606445
1031	3.5451619625091553
1032	4.106986999511719
1033	3.117072820663452
1034	4.652006149291992
1035	3.4426424503326416
1036	3.2857844829559326
1037	3.568343162536621
1038	4.438322067260742
1039	4.94523286819458
1040	3.3405539989471436
1041	4.059473514556885
1042	2.925663948059082
1043	2.8279213905334473
1044	3.9939520359039307
1045	1.6985925436019897
1046	1.1599030494689941
1047	2.7641184329986572
1048	4.290719985961914
1049	4.725358009338379
1050	3.3676469326019287
1051	3.867725372314453
1052	3.898437738418579
1053	3.722468614578247
1054	2.8148224353790283
1055	3.7516610622406006
1056	3.9907217025756836
1057	3.303577423095703
1058	4.075704574584961
1059	3.447331428527832
1060	2.767335891723633
1061	2.867968797683716
1062	3.3445637226104736
1063	3.7732338905334473
1064	3.003373622894287
1065	2.3254458904266357
1066	3.798668622970581
1067	3.0296213626861572
1068	3.3900396823883057
1069	3.3334264755249023
1070	4.920473575592041
1071	1.5596833229064941
1072	2.645479440689087
1073	1.1238656044006348
1074	2.387094259262085
1075	2.030271530151367
1076	3.5182108879089355
1077	3.52746844291687
1078	3.2856693267822266
1079	1.7166399955749512
1080	3.635880947113037
1081	2.8545000553131104
1082	3.3134849071502686
1083	0.7906877994537354
1084	3.6062543392181396
1085	3.6450693607330322
1086	2.1235549449920654
1087	3.90683913230896
1088	1.5933910608291626
1089	3.6847777366638184
1090	3.524492025375366
1091	4.941077709197998
1092	3.8300509452819824
1093	3.8251969814300537
1094	3.3424880504608154
1095	3.453077793121338
1096	2.950472831726074
1097	3.1610605716705322
1098	2.938427686691284
1099	2.1202423572540283
1100	2.199155807495117
1101	3.558732509613037
1102	2.648883104324341
1103	3.542616367340088
1104	3.65634822845459
1105	3.2735955715179443
1106	3.317220449447632
1107	1.7488278150558472
1108	3.2628748416900635
1109	2.453899383544922
1110	1.1542586088180542
1111	4.90061616897583
1112	3.667062520980835
1113	4.471463203430176
1114	3.8978703022003174
1115	3.5221455097198486
1116	2.925957441329956
1117	2.9616472721099854
1118	4.9174580574035645
1119	2.7308413982391357
1120	2.370548725128174
1121	0.7171577215194702
1122	4.688243389129639
1123	2.9585494995117188
1124	3.3324790000915527
1125	4.753305912017822
1126	3.160264730453491
1127	4.241870403289795
1128	3.5252604484558105
1129	1.9962563514709473
1130	1.266608476638794
1131	4.0498223304748535
1132	4.923308849334717
1133	0.8136701583862305
1134	2.533623218536377
1135	3.1300017833709717
1136	1.849611759185791
